product_name,primary_category,sugars_100g,proteins_100g,fat_100g,fiber_100g,nutriscore_grade
New york style cheesecake,Candy & Chocolate,27.0,5.0,24.0,1.0,e
Frosted strawberry wheat cereal,Cereals & Granola,20.0,8.3333333333333,1.6666666666667,10.0,unknown
Bran Flakes,Cereals & Granola,15.384615384615,10.25641025641,2.5641025641026,17.2,d
Pumpkin Seeds Unroasted & Unsalted,Nuts & Seeds,0.0,36.6666666666667,43.3333333333333,6.66666666666667,a
Cheese and onion flavoured chickpea chips,Chips & Savoury Snacks,4.0,11.0,9.5,,d
Clear Honey,Spreads & Dips,80.8,0.5,0.5,0.5,e
Set Honey,Spreads & Dips,80.8,0.5,0.5,0.0,e
Aperitivo de patatas &quot;Pringles&quot; Sabor crema y cebolla,Chips & Savoury Snacks,2.6,4.0,33.0,2.7,e
Original,Chips & Savoury Snacks,0.82,4.5,38.0,,d
Fiber Thins Cinnamon Spice,Candy & Chocolate,31.8181818181818,0.0,18.1818181818182,22.7272727272727,d
4-in-1 Fiber,Cereals & Granola,66.6666666666667,0.0,0.0,20.8333333333333,d
Dark Chocolate With Sea Salt And Almonds (Owl),Candy & Chocolate,25.5813953488372,9.30232558139535,39.5348837209302,11.6279069767442,e
forest mint 72% COCOA DARK CHOCOLATE,Candy & Chocolate,28.5714,7.1429,39.2857,11.6,e
milk 48% COCOA MILK CHOCOLATE,Candy & Chocolate,35.714285714286,10.714285714286,39.285714285714,7.1428571428571,e
88% Cocoa Extreme Dark Chocolate,Candy & Chocolate,10.7142857142857,10.7142857142857,46.4285714285714,14.2857142857143,unknown
"Chips de patate douce, panais et betterave",Chips & Savoury Snacks,23.6,4.8,35.3,9.9,d
Peach &  apricot cheesecake slices,Candy & Chocolate,24.6,3.9,18.5,,e
Beurre de cacahuètes avec morceaux,Nuts & Seeds,9.4,25.6,52.2,6.734,c
Rhubarb Crumble,Candy & Chocolate,18.6,3.4,9.2,1.2,d
0% Fat Greek Style Live Yoghurt with Honey,Spreads & Dips,13.3,5.9,0.4,0.5,b
Tablette de chocolat Excellence 99% Cacao,Candy & Chocolate,2.0,16.0,52.0,20.0,d
Lindor,Candy & Chocolate,42.857142857143,7.1428571428571,42.857142857143,0.0,e
Dark Chocolate Truffles,Candy & Chocolate,36.1111111111111,5.55555555555556,52.7777777777778,0.0,e
Intense Dark Dark Chocolate,Candy & Chocolate,13.3333333333333,13.3333333333333,46.6666666666667,13.3333333333333,d
Milk Chocolate Truffles,Candy & Chocolate,38.888888888889,5.5555555555556,47.222222222222,2.8,e
Assorted Chocolates,Candy & Chocolate,38.89,5.56,52.78,2.8,e
Lindor,Candy & Chocolate,38.461538461538,7.6923076923077,46.153846153846,0.0,e
Mini Œufs LINDOR chocolat au lait,Candy & Chocolate,45.9459459459459,5.40540540540541,45.9459459459459,2.7027027027027,unknown
Dark Chocolate,Candy & Chocolate,13.3333333333333,13.3333333333333,46.6666666666667,13.3333333333333,d
Milk Chocolate,Candy & Chocolate,38.8888888888889,5.55555555555556,47.2222222222222,2.77777777777778,e
Lindt Lindor Milk Chocolate,Candy & Chocolate,41.666666666667,8.3333333333333,50.0,0.0,e
Barre De Chocolat (extra Crémeux),Candy & Chocolate,50.0,6.6667,36.6667,1.0,e
DARK CHOCOLATE,Candy & Chocolate,30.0,6.66666666666667,46.6666666666667,6.66666666666667,e
Dark Lindt Excellence,Candy & Chocolate,30.0,10.0,40.0,12.5,e
Almond Swiss Classic,Candy & Chocolate,42.5,10.0,37.5,5.0,e
Milk chocolate pieces,Candy & Chocolate,43.59,5.13,46.15,2.6,e
Dark Chocolate Bar,Candy & Chocolate,50.0,5.26315789473684,31.5789473684211,5.26315789473684,e
Swiss Milk Chocolate,Candy & Chocolate,55.0,7.5,30.0,2.5,e
Swiss Milk Chocolate with whole roasted hazelnuts,Candy & Chocolate,43.3333333333333,10.0,40.0,3.33333333333333,e
Lindt Excellence Caramel Croquant,Candy & Chocolate,56.6667,6.6667,33.3333,,e
ORANGE INTENSE Dark Chocolate with pieces of orange and almond slivers,Candy & Chocolate,43.3333333333333,6.66666666666667,33.3333333333333,6.66666666666667,unknown
Double Milk Swiss Classic,Candy & Chocolate,50.0,4.76190476190476,38.0952380952381,2.38095238095238,e
lindor,Candy & Chocolate,42.857142857143,7.1428571428571,42.857142857143,0.0,e
L’infini fondant extra noir,Candy & Chocolate,30.5556,5.5556,52.7778,,unknown
Lindor irresistibly smooth milk and white chocolate,Candy & Chocolate,38.888888888889,5.5555555555556,50.0,2.7777777777778,e
SEA SALT FLEUR DE SEL DARK • NOIR,Candy & Chocolate,14.0,2.0,10.0,2.0,c
SUPREME DARK 90% CACAO,Candy & Chocolate,6.66666666666667,13.3333333333333,53.3333333333333,16.6666666666667,unknown
Chocolat au lait,Candy & Chocolate,38.461538461538,7.6923076923077,46.153846153846,0.0,unknown
Lindt,Candy & Chocolate,38.4615,7.6923,46.1538,0.04078125,unknown
ROASTED ALMOND DARK,Candy & Chocolate,43.3333333333333,6.66666666666667,36.6666666666667,10.0,e
Lindt Excellence coconut,Candy & Chocolate,43.0,6.0,40.0,,e
Chocolat au lait fourré de fondants crémeux assortis,Candy & Chocolate,53.3325,7.5,35.0,3.3325,e
Lindt,Candy & Chocolate,38.461538461538,7.6923076923077,46.153846153846,0.0,e
Lindor,Candy & Chocolate,38.8333333333333,5.55,47.1666666666667,0.0,e
L'infini fondant,Candy & Chocolate,37.8378378378378,5.40540540540541,48.6486486486486,2.7027027027027,e
Teddy,Candy & Chocolate,50.0,6.6666666666667,36.666666666667,0.0,e
Creation dessert,Candy & Chocolate,50.0,3.33333333333333,33.3333333333333,6.66666666666667,e
Lindor,Candy & Chocolate,44.7368421052632,5.26315789473684,44.7368421052632,2.63157894736842,e
CARAMEL & SEA SALT Dark Chocolate,Candy & Chocolate,50.0,5.0,30.0,7.5,e
Lindor Milk Chocolate,Candy & Chocolate,41.6666666666667,8.33333333333333,50.0,0.0,e
Lindt Swiss Thins,Candy & Chocolate,47.0,4.8,37.0,,e
Lindt Swiss Thins,Candy & Chocolate,52.0,5.8,35.0,0.0,e
Swiss thins - Milk Orange,Candy & Chocolate,53.0,6.2,34.0,0.0038515625,e
Lindt Assorted Napolitains Chocolate,Candy & Chocolate,50.0,6.2,36.0,,e
Fruit & Nut Swiss Classic,Candy & Chocolate,50.0,6.66666666666667,30.0,3.33333333333333,e
Swiss Classic Milk Chocolate,Candy & Chocolate,55.2631578947368,7.89473684210526,31.5789473684211,2.63157894736842,e
Chocolat au lait avec noisettes,Candy & Chocolate,47.3684210526316,7.89473684210526,36.8421052631579,2.63157894736842,e
Ecuador Dark Lindt Excellence,Candy & Chocolate,23.3333333333333,10.0,40.0,13.3333333333333,d
70% Cacao Madagascar Dark Lindt Excellence,Candy & Chocolate,30.0,6.66666666666667,50.0,6.66666666666667,e
Luxury tea cakes,Candy & Chocolate,22.6,7.1,4.6,,c
Treacle tart,Candy & Chocolate,37.5,3.5,13.5,0.8,e
Fruit gums,Candy & Chocolate,52.2,0.1,0.2,0.5,e
Jimmy Chips Regular,Chips & Savoury Snacks,5.35714285714286,5.35714285714286,32.1428571428571,3.57142857142857,d
Jimmy Chips Salt & Vinegar,Chips & Savoury Snacks,3.0,3.0,17.0,2.0,c
Jimmy Chips Jalapeño,Chips & Savoury Snacks,5.35714285714286,5.35714285714286,30.3571428571429,3.57142857142857,d
Fruit Pastilles,Candy & Chocolate,52.7,0.1,0.7,0.5,e
Peanut Butter Spread,Nuts & Seeds,4.0,7.0,12.0,1.0,c
Peanut Butter Spread,Nuts & Seeds,4.0,7.0,12.0,1.0,c
Natural Creamy Peanut Butter Spread,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Peanut Butter Spread with Honey Creamy,Nuts & Seeds,6.88585,19.41594,47.844025,6.64705,d
Natural Super Chunk Peanut Butter Spread,Nuts & Seeds,9.38,21.88,53.12,6.2,c
Crema de cacahuete cremosa,Nuts & Seeds,9.0,22.0,50.0,6.0,c
Natural Creamy Peanut Butter Spread,Nuts & Seeds,9.38,21.88,50.0,6.2,c
Peanut butter Creamy,Nuts & Seeds,9.4,23.0,46.0,6.9,c
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,unknown
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Creamy Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Skippy Peanut Butter Crunchy,Nuts & Seeds,9.4,25.6,52.2,6.734,c
Beurre de Cacahuètes Extra-Crunchy,Nuts & Seeds,10.3,27.5,43.9,7.9,c
Extra Smooth,Nuts & Seeds,10.9,25.3,51.6,4.7,c
Skippy,Nuts & Seeds,11.4,26.9,43.4,7.7,d
Skippy Smooth Peanut Butter,Nuts & Seeds,10.9,25.3,51.6,4.7,d
Extra Crunchy Peanut Butter,Nuts & Seeds,9.4,25.6,52.2,3.8,c
Natural Creamy Peanut Butter Spread,Nuts & Seeds,9.38,21.9,50.0,6.25,c
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Peanut Butter,Nuts & Seeds,9.38,21.9,50.0,6.25,c
Creamy roasted honey nut peanut butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
No Sugar Added Peanut Butter Spread Chunky,Nuts & Seeds,6.25,21.875,56.25,3.125,c
Peanut Butter Spread,Nuts & Seeds,2.7699125,16.1703,48.2781625,5.539825,e
Extra Smooth Creamy Peanut Butter,Nuts & Seeds,10.9,22.1,51.6,7.74,c
Skippy super chunk,Nuts & Seeds,10.3,27.5,43.9,,d
"Skippy Peanut Butter, Super Crunch",Nuts & Seeds,9.4,23.6,52.2,,d
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Peanut Butter,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Creamy Peanut Butter,Nuts & Seeds,11.2,24.3,51.6,4.7,d
Cargando…,Nuts & Seeds,9.0,22.0,52.0,5.0,c
Skippy,Nuts & Seeds,15.8,24.7,41.9,8.2,c
Peanut Butter Creamy,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Peanut Butter,Nuts & Seeds,11.7647058823529,20.5882352941176,35.2941176470588,2.94117647058824,d
Skippy - Reduced Fat Peanut Butter - Super Chunk,Nuts & Seeds,12.0,21.0,36.0,,c
Creamy Peanut Butter,Nuts & Seeds,9.0,21.0,50.0,,e
Skippy Peanut Butter,Nuts & Seeds,9.0,21.0,48.0,,c
Peanut butter,Nuts & Seeds,9.375,23.75,50.0,6.25,c
P.B. BITES DOUBLE PEANUT BUTTER,Candy & Chocolate,28.5714285714286,17.8571428571429,35.7142857142857,0.0,e
חמאת בוטנים,Nuts & Seeds,9.33333333333333,23.3333333333333,46.0,6.66666666666667,unknown
Beurre de cacahuète,Nuts & Seeds,3.7,25.0,50.0,7.4,c
No Added Sugar Creamy Peanut Butter,Nuts & Seeds,3.7,25.0,50.0,8.385,c
Skippy Extra Smooth Creamy Peanut Butter,Nuts & Seeds,10.9,22.1,51.6,4.7,d
Skippy Superchunk Erdnussbutter,Nuts & Seeds,9.4,23.6,52.2,3.8,c
Skippy choc chip swirl peanut butter,Nuts & Seeds,15.8,24.7,41.9,8.2,c
Peanut Butter Creamy,Nuts & Seeds,9.375,21.875,50.0,6.25,c
Cake Tiramisu,Candy & Chocolate,32.7,4.4,24.2,1.3,e
Passion fruit cake,Candy & Chocolate,34.5,4.1,17.4,1.1,e
Maison en pain d’épices des minions,Candy & Chocolate,53.571428571429,3.5714285714286,10.714285714286,0.0,e
Crumbles,Candy & Chocolate,50.6784,4.5099520111084,4.40635251998901,2.82988891601562,e
Porridge,Cereals & Granola,2.2222,18.8889,13.3333,,a
matcha creamy candy,Candy & Chocolate,50.0,2.5,8.75,0.0,e
PORRIDGE OATS,Cereals & Granola,1.25,11.0,6.5,9.5,a
Harissa sweet potato hand cooked crisps,Chips & Savoury Snacks,15.3,3.3,36.2,,d
Cookies sicilian lemon & white chocolate,Candy & Chocolate,35.7,5.6,23.4,,e
"Dark Chocolate, Lemon & Lime Jaffa Cakes",Candy & Chocolate,46.9,3.3,12.6,4.4,e
"Dark Chocolate, Lemon & Lime Jaffa Cakes",Candy & Chocolate,46.9,3.3,12.6,4.4,e
ALMOND BISCUITS,Candy & Chocolate,30.0,10.0,40.0,,unknown
Highland Oatcakes,Chips & Savoury Snacks,2.7,11.0,17.6,7.0,d
Corn Flakes,Cereals & Granola,10.71,7.14,0.0,3.6,d
Cereal,Cereals & Granola,9.52380952380952,7.14285714285714,0.0,2.38095238095238,d
Corn flakes cereal,Cereals & Granola,10.71,7.14,0.0,3.6,d
Corn Flakes,Cereals & Granola,8.695652173913,8.695652173913,0.0,2.4,c
Kellogg's All Bran Cereal Complete Wheat Flakes .88oz,Cereals & Granola,18.8,10.2,2.5,17.3,d
"COCOA KRISPIES Chocolatey, Sweetened Rice Cereal",Cereals & Granola,37.5,3.125,3.125,0.0,e
Kelloggs buds,Cereals & Granola,26.67,10.0,3.33,43.33,d
Corn pops breakfast cereal,Cereals & Granola,38.095238095238,4.7619047619048,0.0,0.0,e
Frosted flakes breakfast cereal,Cereals & Granola,33.333333333333,5.0,0.0,3.3333333333333,d
Reduced Fat Milk,Cereals & Granola,32.142857142857,3.5714285714286,0.0,3.5714285714286,d
"Toasted rice cereal, original",Cereals & Granola,11.1111111111111,19.4444444444444,1.3888888925,,unknown
Breakfast cereal original,Cereals & Granola,12.8205128205128,17.9487179487179,1.28205128205128,1.02564102564103,unknown
Sweetened Multigrain Cereal,Cereals & Granola,35.0,4.76,4.76,9.52,d
Pop Tarts Frosted Chocolate Chip,Candy & Chocolate,34.1,4.6,11.7,1.9,e
Crispix corn rice cereal,Cereals & Granola,14.0,6.9,0.0,0.0,e
Cracklin' Oat Bran,Cereals & Granola,28.5714285714286,8.16326530612245,14.2857142857143,12.2448979591837,d
Frosted Mini Wheats Original,Cereals & Granola,20.3,7.14,1.6,10.7,c
Fun Pak,Cereals & Granola,35.8974358974359,5.12820512820513,2.56410256410256,2.56410256410256,e
Rice Krispies Treats Original,Candy & Chocolate,36.4,4.55,9.09,,e
Cocoa Krispies Chocolatey Sweetened Rice Cereal,Cereals & Granola,25.0,4.62,1.54,1.5,unknown
Kellogg'S Froot Loops Cereal Reduced Sugar 1Oz,Cereals & Granola,28.571428571429,7.1428571428571,3.5714285714286,6.2,d
Raisin Bran Crunch,Cereals & Granola,35.0,6.25,1.875,8.75,d
"Gluten free waffles, original",Candy & Chocolate,5.71,5.71,7.14,2.9,c
Corn Flakes,Cereals & Granola,9.3023255813953,6.9767441860465,0.0,2.3255813953488,d
Kellogg'S Special K Cereal Bars Red Berries .88Oz,Candy & Chocolate,32.0,4.0,4.0,3.8,d
Frosted flakes,Cereals & Granola,34.210526315789,5.2631578947368,0.0,2.6315789473684,e
Special Red Berries,Cereals & Granola,28.2051282051282,5.12820512820513,1.28205128205128,,e
CHOCOLATEY CHIP COOKIE DOUGH PROTEIN MEAL BARS,Candy & Chocolate,31.11,26.67,10.0,11.1,e
Kelloggs Frosted Flakes,Cereals & Granola,34.210526315789,5.2631578947368,0.0,2.6315789473684,e
"Toaster pastries, frosted chocolatey caramel",Candy & Chocolate,34.0,4.0,10.0,2.0,e
Original,Chips & Savoury Snacks,0.9,6.2,31.0,4.1,d
Sour Cream & Onion Flavored Potato Crisps,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
"Potato crisps, bbq",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
Cheddar Cheese,Chips & Savoury Snacks,2.0,4.0,32.0,2.0,e
Salt & Vinegar,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
Pizza,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
Ranch,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
Original Lightly Salted,Chips & Savoury Snacks,0.0,3.57142857142857,32.1428571428571,3.57142857142857,d
Potato Crisps - Jalapeño,Chips & Savoury Snacks,3.57,3.57,32.14,3.57,e
"Potato crisps, loaded baked potato",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
Pringles Cheddar & Sour Cream,Chips & Savoury Snacks,3.57142857142857,3.57,32.1428571428571,3.57142857142857,e
Potato crisps,Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
Screamin' Dill Pickle,Chips & Savoury Snacks,3.57,3.57,32.14,3.57,d
Kelloggs breakfast cereal,Cereals & Granola,30.952380952381,7.14285714285714,7.14285714285714,7.14285714285714,e
Kelloggs breakfast cereal,Cereals & Granola,30.952380952381,7.1428571428571,2.3809523809524,7.1428571428571,d
Kelloggs protein,Cereals & Granola,15.2542372881356,16.9491525423729,1.69491525423729,8.47457627118644,unknown
Kelloggs breakfast cereal,Cereals & Granola,30.0,6.67,3.33,10.0,d
Special K Red Berries Cereal,Cereals & Granola,28.2051282051282,7.69230769230769,1.28205128205128,7.69230769230769,unknown
Kelloggs breakfast cereal,Cereals & Granola,23.33,6.67,6.67,7.3,d
Of corn,Cereals & Granola,32.432432432432,5.4054054054054,0.0,10.810810810811,unknown
Apple Jacks,Cereals & Granola,33.333333333333,5.1282051282051,3.8461538461538,5.1282051282051,e
Froot Loops,Cereals & Granola,30.769230769231,5.1282051282051,3.8461538461538,10.3,d
Corn cereals,Cereals & Granola,12.0,2.0,0.0,1.0,c
Kelloggs,Cereals & Granola,29.411764705882,2.9411764705882,0.0,0.0,d
Nut Bar,Candy & Chocolate,27.272727272727,12.121212121212,21.212121212121,6.0606060606061,d
Nut bar,Candy & Chocolate,24.242424242424,12.121212121212,27.272727272727,2.0,e
Kellogg's Honey Smacks,Cereals & Granola,50.0,5.55555555555556,1.38888888888889,5.55555555555556,d
Froot loops with marshmallows,Cereals & Granola,41.025641025641,5.1282051282051,2.5641025641026,5.1282051282051,e
Crispy marshmallow squares bars,Candy & Chocolate,40.0,5.0,12.5,0.0,e
Rice Krispies m&m's,Candy & Chocolate,36.3636363636364,4.54545454545455,9.09090909090909,,e
"Frosted flakes of corn with marshmallows cereal, frosted flakes",Cereals & Granola,41.38,3.45,0.0,0.0,e
"Pop-Tarts, Vanilla Latte",Candy & Chocolate,32.2,4.2,10.8,1.1,e
Dark chocolate pistachio,Candy & Chocolate,21.62,10.81,24.32,8.1,d
Assorted fruit flavored snacks,Candy & Chocolate,50.0,4.55,0.0,0.0,d
Frosted green apple toaster pastries,Candy & Chocolate,32.0,4.0,9.0,2.0,d
Pringles Loud Crisps Fiesta Salsa 5.4oz,Chips & Savoury Snacks,3.7,5.7,27.2,1.8,e
"Grain and vegetable crisps, super cheesy italian",Candy & Chocolate,7.14,7.14,25.0,3.6,e
"Protein snack bars, chocolate peanut pecan",Candy & Chocolate,22.86,22.86,25.71,11.4,e
Special K Strawberry Pastry Crisps,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Blueberry Pastry Crisps,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Pastry crisps,Candy & Chocolate,28.4,4.0,8.0,4.0,e
Strawberry Pastry Crisps,Candy & Chocolate,28.0,4.0,8.0,4.0,d
Pizza Flavored,Chips & Savoury Snacks,3.57,3.57,32.14,3.57,e
Jalapeno potato crisps,Chips & Savoury Snacks,3.57,3.57,32.14,3.57,e
Original,Chips & Savoury Snacks,0.0,3.57142857142857,32.1428571428571,3.57142857142857,e
Sour Cream & Onion,Chips & Savoury Snacks,3.57142857142857,3.57142857142857,32.1428571428571,3.57142857142857,e
CHEDDAR CHEESE,Chips & Savoury Snacks,3.53086419753086,3.52994062191358,31.6994667746914,3.53086419753086,e
Party Stack Pringles BBQ Flavored,Chips & Savoury Snacks,3.5714,3.57,32.14,3.6,e
Frosted Strawberry Milkshake,Candy & Chocolate,30.0,4.0,12.0,2.0,e
Natural chocolate flavored cereal,Cereals & Granola,35.9,5.13,2.56,2.6,e
Pringles scorchin chili lime large imp,Chips & Savoury Snacks,3.5714285714286,3.5714285714286,32.142857142857,3.5714285714286,e
"Cereal, pink donut",Candy & Chocolate,34.38,6.25,9.38,3.1,e
Kellogg s breakfast cereal,Cereals & Granola,33.3333,5.1282,3.8462,10.3,d
Sweetened multi-grain cereal,Cereals & Granola,34.48,6.9,3.45,10.3,d
frosted flakes,Cereals & Granola,32.432432432432,5.4054054054054,0.0,2.7027027027027,e
Kelloggs breakfast cereal,Cereals & Granola,30.0,5.0,0.0,0.0,d
Kelloggs breakfast cereal,Cereals & Granola,30.769230769231,5.1282051282051,3.8461538461538,5.1282051282051,d
BBQ Flavored,Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
"Honey mustard potato crisps, honey mustard",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
Pringles - Original,Chips & Savoury Snacks,0.6,4.7,28.9,2.9,c
Crema y Cebolla,Chips & Savoury Snacks,1.6,4.8,32.0,3.6,d
Pringles Queso,Chips & Savoury Snacks,1.9,5.0,28.0,3.4,e
Pringles Barbacoa,Chips & Savoury Snacks,2.3,5.0,30.0,3.8,d
Pizza,Chips & Savoury Snacks,3.2,4.7,31.1,2.4,e
"Toaster pastries, drizzled sugar cookie, frosted brownie batter",Candy & Chocolate,28.0,4.0,10.0,2.0,e
froot loops with marshmallows,Cereals & Granola,41.025641025641,5.1282051282051,2.5641025641026,5.1282051282051,e
"Potato crisps, pizza",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
"Potato crisps, bbq",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
Cinnamon cereal,Cereals & Granola,22.0,3.0,0.0,3.3,c
Magic cupcake sweetened multi-grain cereal,Cereals & Granola,37.93,6.9,3.45,6.9,e
Nourish probiotics vanilla yogurty pieces cereal,Cereals & Granola,52.381,7.1429,4.7619,7.1,e
Pringles,Chips & Savoury Snacks,0.0,3.5714285714286,32.142857142857,3.5714285714286,e
Kelloggs strawberry krispies,Cereals & Granola,28.13,6.25,0.0,0.0,d
"Strawberry flavored sweetened rice cereal, strawberry",Cereals & Granola,28.12,6.25,0.0,0.0,d
"Toaster pastries, frosted strawberry, drizzled cheesecake",Candy & Chocolate,33.0,5.0,9.0,2.0,e
"Frosted vanilla milkshake, vanilla milkshake",Candy & Chocolate,30.0,4.0,12.0,2.0,e
Protein Honey almond ancient grains,Cereals & Granola,15.0,25.0,4.1667,10.0,c
Frosted flakes,Cereals & Granola,32.432432432432,5.4054054054054,0.0,2.7027027027027,e
"Sweet & tangy bbq potato crisps, sweet & tangy bbq",Chips & Savoury Snacks,3.57,3.57,32.14,3.6,e
"Applewood smoked cheddar wavy potato crisps, applewood smoked cheddar",Chips & Savoury Snacks,0.0,3.57,32.14,3.6,e
Froot loops,Cereals & Granola,30.769230769231,5.1282051282051,3.8461538461538,5.1282051282051,d
Choco Krispis,Cereals & Granola,52.3809523809524,4.76190476190476,2.38095238095238,2.38095238095238,unknown
Kellogg's All-Bran Original imp,Cereals & Granola,21.9512195121951,12.1951219512195,4.8780487804878,29.2682926829268,c
All-Bran Buds,Cereals & Granola,26.6666666666667,8.88888888888889,3.33333333333333,37.7777777777778,d
Apple Jacks breakfast cereal,Cereals & Granola,33.333333333333,5.1282051282051,3.8461538461538,5.1282051282051,e
Kelloggs breakfast cereal,Cereals & Granola,43.589743589744,5.1282051282051,2.5641025641026,5.1282051282051,e
Cocoa Krispies,Cereals & Granola,38.71,3.23,3.23,0.0,e
Corn pops sweetened corn cereal,Cereals & Granola,52.5,5.0,0.0,0.0,e
Pops corn cereal,Cereals & Granola,30.0,5.0,0.0,0.0,d
Cracklin' Oat Bran,Cereals & Granola,28.5714285714286,7.14285714285714,14.2857142857143,12.5,d
"Sweetened multi-grain cereal, natural fruit",Cereals & Granola,34.48,6.9,3.45,10.3,d
Froot loops marshmallows,Cereals & Granola,41.4,3.4,3.4,6.9,e
Froot loops,Cereals & Granola,41.025641025641,5.1282051282051,1.2820512820513,,e
Froot loops sweetened multi grain cereal with,Cereals & Granola,38.461538461538,5.1282051282051,3.8461538461538,5.1282051282051,e
Frosted flakes of corn cereal,Cereals & Granola,34.48,3.45,0.0,2.6,e
Frosted flakes of corn cereal,Cereals & Granola,35.8974,5.1282,0.0,2.5654,e
Frosted Flakes with Marshmallows,Cereals & Granola,41.3793103448276,3.44827586206897,0.0,0.0,e
